race,height,weight,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,density
half.elf,60,128,30,10,17,13,12,11,15,2.1333333333333333
half.elf,65,166,30,12,12,12,12,16,16,2.5538461538461537
half.elf,67,180,30,17,10,11,15,12,16,2.6865671641791047
half.elf,70,149,30,12,13,17,12,18,17,2.1285714285714286
half.elf,59,120,30,13,6,8,13,16,17,2.0338983050847457
half.elf,59,122,30,15,19,17,10,8,12,2.0677966101694913
half.elf,66,155,30,11,6,12,15,17,12,2.3484848484848486
half.elf,60,122,30,6,13,13,13,12,16,2.033333333333333
half.elf,62,135,30,12,12,11,13,14,15,2.1774193548387095
half.elf,65,142,30,11,13,11,10,18,12,2.1846153846153844
half.elf,64,145,30,17,7,10,15,13,10,2.265625
half.elf,70,214,30,14,12,14,10,10,15,3.057142857142857
half.elf,60,128,30,11,11,14,11,13,11,2.1333333333333333
half.elf,71,194,30,9,11,11,12,15,11,2.732394366197183
half.elf,72,185,30,14,17,12,10,14,14,2.5694444444444446
half.elf,73,222,30,12,14,14,9,12,12,3.041095890410959
half.elf,67,160,30,14,18,17,17,13,16,2.388059701492537
half.elf,72,170,30,14,16,10,15,12,15,2.361111111111111
half.elf,72,155,30,15,11,14,10,12,12,2.1527777777777777
half.elf,65,126,30,9,17,12,11,10,11,1.9384615384615385
half.elf,62,140,30,15,17,9,10,14,9,2.2580645161290325
half.elf,70,175,30,14,14,16,10,15,9,2.5
half.elf,63,128,30,5,10,15,10,9,17,2.0317460317460316
half.elf,73,238,30,15,11,16,17,10,19,3.26027397260274
half.elf,67,140,30,10,9,17,9,15,15,2.08955223880597
half.elf,66,182,30,10,13,12,14,8,19,2.757575757575758
half.elf,66,146,30,14,15,13,13,6,15,2.212121212121212
half.elf,66,155,30,12,9,13,8,12,17,2.3484848484848486
half.elf,67,180,30,14,16,8,11,8,20,2.6865671641791047
half.elf,68,132,30,15,9,13,14,7,13,1.9411764705882353
half.elf,66,182,30,18,10,10,13,16,18,2.757575757575758
half.elf,70,188,30,17,13,10,15,8,19,2.6857142857142855
half.elf,66,128,30,13,17,11,11,9,17,1.9393939393939394
half.elf,66,164,30,12,12,13,13,12,11,2.484848484848485
half.elf,59,120,30,12,13,11,12,15,17,2.0338983050847457
half.elf,62,145,30,12,16,17,9,18,11,2.338709677419355
half.elf,65,174,30,14,17,12,16,9,14,2.6769230769230767
half.elf,70,188,30,11,14,14,13,13,15,2.6857142857142855
half.elf,62,135,30,17,8,5,15,15,18,2.1774193548387095
half.elf,64,138,30,14,16,11,11,13,16,2.15625
half.elf,65,142,30,11,12,14,16,11,11,2.1846153846153844
half.elf,68,187,30,10,10,11,11,15,15,2.75
half.elf,60,131,30,14,11,8,10,16,14,2.183333333333333
half.elf,63,134,30,10,10,8,11,10,12,2.126984126984127
half.elf,63,134,30,13,13,12,17,12,16,2.126984126984127
half.elf,68,198,30,15,17,9,17,18,17,2.911764705882353
half.elf,64,138,30,13,11,15,14,11,17,2.15625
half.elf,69,170,30,10,14,10,14,12,16,2.463768115942029
half.elf,61,122,30,11,9,15,13,16,11,2.0
half.elf,62,135,30,13,15,15,7,14,16,2.1774193548387095
half.elf,69,146,30,15,12,8,10,16,16,2.1159420289855073
half.elf,66,155,30,14,15,14,7,8,17,2.3484848484848486
half.elf,63,134,30,12,17,14,17,14,16,2.126984126984127
half.elf,64,159,30,9,12,8,6,9,12,2.484375
half.elf,69,146,30,11,12,18,9,11,12,2.1159420289855073
half.elf,60,125,30,9,10,13,17,12,13,2.0833333333333335
half.elf,65,134,30,12,17,13,15,13,14,2.0615384615384613
half.elf,67,160,30,14,16,18,16,12,12,2.388059701492537
half.elf,71,138,30,16,11,14,11,15,13,1.943661971830986
half.elf,65,142,30,9,8,15,10,7,14,2.1846153846153844
half.elf,72,140,30,12,12,13,13,12,13,1.9444444444444444
half.elf,73,190,30,17,6,10,16,12,11,2.6027397260273974
half.elf,62,125,30,13,12,10,15,12,15,2.0161290322580645
half.elf,70,188,30,16,13,13,11,13,13,2.6857142857142855
half.elf,64,138,30,11,13,15,14,14,14,2.15625
half.elf,66,173,30,10,17,13,15,16,14,2.621212121212121
half.elf,61,130,30,11,14,10,10,11,13,2.1311475409836067
half.elf,66,137,30,11,10,15,13,10,13,2.0757575757575757
half.elf,64,166,30,13,13,12,14,11,13,2.59375
half.elf,64,145,30,7,12,16,17,13,9,2.265625
half.elf,70,175,30,15,12,13,14,12,11,2.5
half.elf,62,135,30,15,12,17,12,15,16,2.1774193548387095
half.elf,66,182,30,11,16,15,12,14,13,2.757575757575758
half.elf,64,138,30,18,15,13,12,13,9,2.15625
half.elf,63,134,30,14,16,14,9,15,15,2.126984126984127
half.elf,64,166,30,17,12,12,11,13,16,2.59375
half.elf,68,176,30,10,15,13,17,17,10,2.588235294117647
half.elf,66,146,30,12,15,12,14,14,18,2.212121212121212
half.elf,71,166,30,16,15,10,14,10,16,2.3380281690140845
half.elf,66,146,30,11,6,15,17,13,18,2.212121212121212
half.elf,65,150,30,17,15,13,15,16,16,2.3076923076923075
half.elf,62,145,30,13,11,11,17,11,10,2.338709677419355
half.elf,71,152,30,13,13,15,14,19,14,2.140845070422535
half.elf,64,145,30,10,11,8,12,10,8,2.265625
half.elf,67,150,30,14,9,14,11,14,19,2.2388059701492535
half.elf,67,180,30,13,7,11,15,10,10,2.6865671641791047
half.elf,61,130,30,16,17,11,10,11,12,2.1311475409836067
half.elf,68,132,30,14,17,13,8,7,15,1.9411764705882353
half.elf,69,182,30,14,16,12,17,12,16,2.63768115942029
half.elf,66,155,30,13,16,11,8,11,16,2.3484848484848486
half.elf,59,118,30,19,15,12,13,17,15,2.0
half.elf,63,128,30,11,10,17,9,14,15,2.0317460317460316
half.elf,67,170,30,13,12,15,15,10,17,2.537313432835821
half.elf,68,165,30,13,14,11,11,12,8,2.426470588235294
half.elf,65,142,30,6,13,8,14,14,19,2.1846153846153844
half.elf,66,146,30,13,11,17,15,11,17,2.212121212121212
half.elf,60,122,30,8,7,14,12,9,12,2.033333333333333
half.elf,63,146,30,16,16,12,13,14,13,2.3174603174603177
half.elf,64,145,30,13,13,15,17,10,17,2.265625
half.elf,71,166,30,12,13,16,15,5,15,2.3380281690140845
half.elf,68,165,30,15,15,9,6,15,13,2.426470588235294
half.elf,70,162,30,14,12,14,15,18,11,2.3142857142857145
half.elf,70,136,30,14,11,14,11,12,8,1.9428571428571428
half.elf,69,146,30,14,7,14,5,14,17,2.1159420289855073
half.elf,68,176,30,17,8,8,13,13,17,2.588235294117647
half.elf,68,176,30,16,8,16,10,11,17,2.588235294117647
half.elf,60,131,30,15,14,17,9,10,18,2.183333333333333
half.elf,68,187,30,16,10,14,17,18,16,2.75
half.elf,65,174,30,11,13,18,13,13,16,2.6769230769230767
half.elf,64,159,30,15,14,12,13,16,14,2.484375
half.elf,65,126,30,15,13,13,15,13,13,1.9384615384615385
half.elf,66,146,30,17,11,11,11,13,12,2.212121212121212
half.elf,69,194,30,11,10,6,16,18,12,2.8115942028985508
half.elf,66,155,30,16,7,11,17,17,13,2.3484848484848486
half.elf,68,154,30,14,14,9,15,14,15,2.264705882352941
half.elf,66,146,30,15,10,16,16,8,19,2.212121212121212
half.elf,69,170,30,13,16,16,8,14,13,2.463768115942029
half.elf,60,128,30,7,11,15,11,17,19,2.1333333333333333
half.elf,67,150,30,10,14,3,14,10,11,2.2388059701492535
half.elf,65,150,30,11,16,13,9,17,14,2.3076923076923075
half.elf,63,152,30,13,13,17,12,6,17,2.4126984126984126
half.elf,64,145,30,11,11,17,13,9,13,2.265625
half.elf,68,154,30,10,16,16,11,14,10,2.264705882352941
half.elf,66,146,30,10,8,11,17,15,10,2.212121212121212
half.elf,67,160,30,13,16,10,16,15,18,2.388059701492537
half.elf,67,150,30,17,10,17,9,16,19,2.2388059701492535
half.elf,65,158,30,17,12,17,6,16,15,2.4307692307692306
half.elf,72,200,30,13,11,10,10,15,16,2.7777777777777777
half.elf,61,130,30,11,9,12,11,10,12,2.1311475409836067
half.elf,67,160,30,16,13,16,12,6,14,2.388059701492537
half.elf,64,152,30,10,15,9,15,14,9,2.375
half.elf,66,155,30,18,14,13,11,16,20,2.3484848484848486
half.elf,63,140,30,11,12,16,14,14,17,2.2222222222222223
half.elf,66,146,30,16,7,13,16,16,19,2.212121212121212
half.elf,63,140,30,13,17,12,11,15,13,2.2222222222222223
half.elf,62,130,30,11,15,6,17,11,16,2.096774193548387
half.elf,66,155,30,11,8,15,15,16,13,2.3484848484848486
half.elf,61,126,30,12,9,15,10,14,16,2.0655737704918034
half.elf,71,180,30,13,12,12,13,14,19,2.535211267605634
half.elf,70,175,30,14,12,13,16,10,16,2.5
half.elf,71,152,30,15,10,13,13,13,13,2.140845070422535
half.elf,60,122,30,9,11,12,14,14,12,2.033333333333333
half.elf,64,131,30,14,13,15,13,12,17,2.046875
half.elf,71,194,30,16,6,12,12,13,14,2.732394366197183
half.elf,72,185,30,15,14,11,14,12,17,2.5694444444444446
half.elf,66,164,30,6,11,11,13,15,13,2.484848484848485
half.elf,68,132,30,12,16,10,12,13,18,1.9411764705882353
half.elf,62,150,30,14,11,14,14,12,13,2.4193548387096775
half.elf,68,165,30,14,11,13,16,15,16,2.426470588235294
half.elf,65,142,30,13,16,12,11,8,14,2.1846153846153844
half.elf,66,137,30,14,10,14,13,15,11,2.0757575757575757
half.elf,65,150,30,13,13,12,12,11,8,2.3076923076923075
half.elf,69,182,30,13,11,15,15,18,14,2.63768115942029
half.elf,71,194,30,11,4,12,11,16,13,2.732394366197183
half.elf,65,166,30,8,17,17,13,14,10,2.5538461538461537
half.elf,64,152,30,10,18,16,13,11,14,2.375
half.elf,71,208,30,8,15,10,15,16,13,2.9295774647887325
half.elf,61,130,30,9,16,12,10,14,17,2.1311475409836067
half.elf,65,158,30,14,16,12,13,5,8,2.4307692307692306
half.elf,63,140,30,10,8,10,15,7,19,2.2222222222222223
half.elf,66,164,30,17,14,16,16,17,16,2.484848484848485
half.elf,68,187,30,11,12,8,16,7,15,2.75
half.elf,60,131,30,10,16,12,17,9,15,2.183333333333333
half.elf,64,145,30,11,6,12,12,14,14,2.265625
half.elf,69,146,30,15,15,9,18,15,19,2.1159420289855073
half.elf,65,142,30,16,13,13,13,19,16,2.1846153846153844
half.elf,67,160,30,13,11,13,12,12,17,2.388059701492537
half.elf,72,200,30,15,12,18,12,10,17,2.7777777777777777
half.elf,67,180,30,13,14,12,18,11,13,2.6865671641791047
half.elf,62,130,30,10,12,13,13,11,15,2.096774193548387
half.elf,66,146,30,15,10,16,9,13,11,2.212121212121212
half.elf,65,150,30,10,12,14,11,10,18,2.3076923076923075
half.elf,61,130,30,13,12,8,15,17,14,2.1311475409836067
half.elf,65,158,30,11,14,15,8,15,14,2.4307692307692306
half.elf,60,119,30,15,13,7,6,7,17,1.9833333333333334
half.elf,67,170,30,10,16,10,15,10,14,2.537313432835821
half.elf,64,124,30,12,11,14,6,10,15,1.9375
half.elf,65,142,30,16,17,14,15,15,16,2.1846153846153844
half.elf,69,194,30,12,12,13,11,10,11,2.8115942028985508
half.elf,66,155,30,14,11,11,7,16,15,2.3484848484848486
half.elf,66,155,30,15,16,8,14,16,17,2.3484848484848486
half.elf,70,188,30,13,10,14,6,13,16,2.6857142857142855
half.elf,64,138,30,7,14,15,9,16,13,2.15625
half.elf,60,134,30,9,11,12,11,14,8,2.2333333333333334
half.elf,65,134,30,17,15,16,16,11,12,2.0615384615384613
half.elf,66,146,30,16,13,14,10,16,16,2.212121212121212
half.elf,66,155,30,15,11,12,15,18,14,2.3484848484848486
half.elf,68,165,30,15,17,9,10,15,15,2.426470588235294
half.elf,65,134,30,17,14,11,8,18,13,2.0615384615384613
half.elf,71,152,30,16,18,10,10,9,9,2.140845070422535
half.elf,67,140,30,13,17,13,12,11,13,2.08955223880597
half.elf,63,146,30,15,13,11,7,17,13,2.3174603174603177
half.elf,70,149,30,16,14,12,13,16,16,2.1285714285714286
half.elf,64,159,30,10,17,14,15,13,12,2.484375
half.elf,61,134,30,12,14,14,18,14,15,2.19672131147541
half.elf,64,152,30,13,9,8,8,12,11,2.375
half.elf,65,158,30,15,14,12,10,18,17,2.4307692307692306
half.elf,65,150,30,15,15,14,10,12,11,2.3076923076923075
half.elf,66,137,30,14,12,12,10,15,12,2.0757575757575757
half.elf,66,155,30,9,14,11,11,11,13,2.3484848484848486
half.elf,69,182,30,13,13,14,11,16,15,2.63768115942029
half.elf,72,140,30,10,15,14,10,12,8,1.9444444444444444
half.elf,69,146,30,8,17,12,12,10,14,2.1159420289855073
half.elf,66,182,30,13,15,14,13,15,14,2.757575757575758
half.elf,67,160,30,15,17,16,17,17,17,2.388059701492537
half.elf,72,185,30,12,13,9,12,14,15,2.5694444444444446
half.elf,65,174,30,14,17,11,9,15,15,2.6769230769230767
half.elf,65,150,30,8,16,12,8,13,15,2.3076923076923075
half.elf,61,130,30,12,16,17,13,12,17,2.1311475409836067
half.elf,65,166,30,10,18,14,8,11,11,2.5538461538461537
half.elf,68,165,30,10,16,11,15,8,14,2.426470588235294
half.elf,68,187,30,12,6,15,5,16,15,2.75
half.elf,64,138,30,15,12,12,12,15,16,2.15625
half.elf,65,134,30,10,7,13,16,14,12,2.0615384615384613
half.elf,65,150,30,13,14,18,6,11,11,2.3076923076923075
half.elf,65,158,30,15,14,14,11,16,16,2.4307692307692306
half.elf,64,138,30,14,8,14,11,14,16,2.15625
half.elf,66,155,30,10,9,7,11,14,11,2.3484848484848486
half.elf,62,130,30,12,15,10,12,17,16,2.096774193548387
half.elf,65,166,30,16,10,12,11,11,18,2.5538461538461537
half.elf,63,146,30,11,18,14,15,11,12,2.3174603174603177
half.elf,65,158,30,14,12,15,11,14,11,2.4307692307692306
half.elf,66,128,30,12,16,9,17,16,17,1.9393939393939394
half.elf,60,128,30,7,15,11,12,14,10,2.1333333333333333
half.elf,66,182,30,16,12,6,14,14,14,2.757575757575758
half.elf,67,140,30,9,9,9,13,9,12,2.08955223880597
half.elf,66,164,30,10,7,11,12,11,15,2.484848484848485
half.elf,64,159,30,11,8,18,18,13,13,2.484375
half.elf,60,119,30,16,8,16,6,16,16,1.9833333333333334
half.elf,68,176,30,15,13,12,13,15,15,2.588235294117647
half.elf,68,198,30,8,16,14,6,15,17,2.911764705882353
half.elf,67,190,30,17,7,16,15,14,11,2.8358208955223883
half.elf,66,164,30,10,14,10,15,9,16,2.484848484848485
half.elf,72,140,30,14,9,13,13,13,13,1.9444444444444444
half.elf,71,194,30,9,12,16,17,11,18,2.732394366197183
half.elf,70,162,30,8,10,13,12,11,14,2.3142857142857145
half.elf,67,160,30,10,16,10,11,10,12,2.388059701492537
half.elf,64,159,30,10,15,14,16,19,13,2.484375
half.elf,61,134,30,14,7,15,13,17,14,2.19672131147541
half.elf,67,150,30,14,9,7,11,6,16,2.2388059701492535
half.elf,69,134,30,11,12,9,15,15,19,1.9420289855072463
half.elf,63,146,30,10,14,10,13,10,10,2.3174603174603177
half.elf,70,188,30,12,11,13,13,11,15,2.6857142857142855
half.elf,64,131,30,11,11,12,14,14,14,2.046875
half.elf,64,159,30,14,18,12,14,15,17,2.484375
half.elf,62,135,30,15,16,13,9,17,12,2.1774193548387095
half.elf,73,190,30,13,14,12,12,15,14,2.6027397260273974
half.elf,70,175,30,18,10,8,12,17,15,2.5
half.elf,64,138,30,14,14,13,10,14,9,2.15625
half.elf,62,130,30,17,9,14,15,18,17,2.096774193548387
half.elf,69,146,30,15,12,15,10,13,13,2.1159420289855073
half.elf,66,155,30,6,8,14,8,8,13,2.3484848484848486
half.elf,64,145,30,10,12,14,12,14,15,2.265625
half.elf,67,140,30,15,18,17,12,12,10,2.08955223880597
half.elf,65,126,30,18,15,19,15,17,17,1.9384615384615385
half.elf,67,150,30,16,16,14,14,16,11,2.2388059701492535
half.elf,65,142,30,14,10,13,15,7,14,2.1846153846153844
half.elf,65,166,30,12,17,17,13,16,17,2.5538461538461537
half.elf,64,159,30,8,13,15,11,14,14,2.484375
half.elf,69,170,30,9,12,13,10,14,18,2.463768115942029
half.elf,70,162,30,10,14,11,12,18,12,2.3142857142857145
half.elf,70,175,30,14,13,12,15,17,11,2.5
half.elf,70,175,30,14,10,10,14,12,10,2.5
half.elf,66,164,30,16,11,13,18,10,15,2.484848484848485
half.elf,68,154,30,8,11,9,11,13,15,2.264705882352941
half.elf,66,164,30,11,13,10,7,9,10,2.484848484848485
half.elf,67,140,30,15,11,15,5,11,8,2.08955223880597
half.elf,62,150,30,14,10,14,11,12,16,2.4193548387096775
half.elf,72,170,30,13,14,9,15,12,15,2.361111111111111
half.elf,66,173,30,13,16,10,10,16,17,2.621212121212121
half.elf,66,155,30,12,7,14,12,9,17,2.3484848484848486
half.elf,62,130,30,8,12,15,14,15,18,2.096774193548387
half.elf,63,152,30,18,16,13,10,13,13,2.4126984126984126
half.elf,59,122,30,13,11,15,13,16,13,2.0677966101694913
half.elf,64,138,30,11,10,12,13,11,17,2.15625
half.elf,62,125,30,10,15,15,16,11,17,2.0161290322580645
half.elf,64,166,30,15,13,12,11,11,10,2.59375
half.elf,70,201,30,17,12,9,16,12,14,2.8714285714285714
half.elf,69,158,30,18,12,15,14,16,12,2.289855072463768
half.elf,63,140,30,11,13,9,13,16,14,2.2222222222222223
half.elf,64,131,30,12,10,13,17,15,18,2.046875
half.elf,67,170,30,8,14,17,15,12,14,2.537313432835821
half.elf,69,170,30,14,11,8,5,9,8,2.463768115942029
half.elf,71,166,30,14,16,6,17,11,10,2.3380281690140845
half.elf,70,175,30,16,15,13,18,14,13,2.5
half.elf,63,146,30,15,13,12,15,4,13,2.3174603174603177
half.elf,69,146,30,10,13,13,9,9,13,2.1159420289855073
half.elf,68,154,30,11,8,15,13,13,12,2.264705882352941
half.elf,64,145,30,15,7,12,14,16,14,2.265625
half.orc,74,284,30,15,13,14,7,11,16,3.8378378378378377
half.orc,68,200,30,9,15,16,12,12,15,2.9411764705882355
half.orc,69,195,30,17,10,11,18,11,14,2.8260869565217392
half.orc,69,217,30,15,12,17,17,14,16,3.1449275362318843
half.orc,72,238,30,11,18,12,17,17,12,3.3055555555555554
half.orc,70,236,30,16,16,16,13,15,8,3.3714285714285714
half.orc,68,200,30,9,15,8,8,12,14,2.9411764705882355
half.orc,67,194,30,14,15,7,14,10,13,2.8955223880597014
half.orc,74,172,30,13,18,13,10,13,14,2.324324324324324
half.orc,70,212,30,16,18,13,10,11,15,3.0285714285714285
half.orc,67,203,30,16,16,12,10,11,16,3.029850746268657
half.orc,69,239,30,14,13,13,15,13,12,3.463768115942029
half.orc,67,239,30,15,17,14,9,13,12,3.5671641791044775
half.orc,68,190,30,18,15,13,11,12,14,2.7941176470588234
half.orc,77,311,30,11,15,16,10,12,12,4.038961038961039
half.orc,68,190,30,14,13,11,17,8,10,2.7941176470588234
half.orc,75,174,30,17,12,10,11,8,14,2.32
half.orc,66,212,30,11,14,17,7,12,10,3.212121212121212
half.orc,73,260,30,17,15,12,12,10,14,3.5616438356164384
half.orc,68,220,30,13,14,16,10,8,10,3.235294117647059
half.orc,65,210,30,13,14,12,9,15,14,3.230769230769231
half.orc,74,236,30,14,18,13,15,14,10,3.189189189189189
half.orc,66,228,30,18,15,12,10,13,8,3.4545454545454546
half.orc,63,170,30,19,18,10,10,16,11,2.6984126984126986
half.orc,70,248,30,10,16,17,11,12,8,3.5428571428571427
half.orc,66,196,30,16,8,13,12,11,15,2.9696969696969697
half.orc,77,178,30,14,12,13,9,9,13,2.311688311688312
half.orc,65,224,30,18,19,13,11,12,14,3.4461538461538463
half.orc,67,212,30,13,16,17,12,10,15,3.1641791044776117
half.orc,76,284,30,9,15,12,10,6,13,3.736842105263158
half.orc,70,260,30,12,11,12,15,10,7,3.7142857142857144
half.orc,64,194,30,14,12,14,11,8,14,3.03125
half.orc,72,252,30,15,12,10,14,15,9,3.5
half.orc,68,190,30,14,14,13,10,11,10,2.7941176470588234
half.orc,63,155,30,13,16,14,16,16,10,2.4603174603174605
half.orc,73,185,30,15,6,17,15,15,8,2.5342465753424657
half.orc,65,203,30,7,14,17,11,9,12,3.123076923076923
half.orc,69,217,30,10,16,14,8,11,12,3.1449275362318843
half.orc,72,196,30,19,12,11,11,14,14,2.7222222222222223
half.orc,61,155,30,9,13,16,10,11,3,2.540983606557377
half.orc,76,212,30,16,12,12,13,11,11,2.789473684210526
half.orc,69,195,30,15,19,11,16,14,15,2.8260869565217392
half.orc,74,236,30,15,19,13,10,13,8,3.189189189189189
half.orc,65,182,30,11,19,18,18,13,11,2.8
half.orc,70,260,30,11,14,7,12,14,15,3.7142857142857144
half.orc,71,205,30,15,20,14,15,11,8,2.887323943661972
half.orc,67,194,30,14,13,13,11,14,14,2.8955223880597014
half.orc,67,230,30,11,19,15,9,6,14,3.4328358208955225
half.orc,72,252,30,12,16,11,12,10,14,3.5
half.orc,63,200,30,9,13,13,14,10,17,3.1746031746031744
half.orc,66,180,30,13,10,13,8,13,17,2.727272727272727
half.orc,70,224,30,13,12,16,12,11,8,3.2
half.orc,66,180,30,18,12,13,11,10,8,2.727272727272727
half.orc,76,284,30,17,20,17,15,17,11,3.736842105263158
half.orc,70,272,30,18,14,14,10,18,8,3.8857142857142857
half.orc,67,212,30,17,14,10,13,10,14,3.1641791044776117
half.orc,68,250,30,15,11,11,10,14,13,3.676470588235294
half.orc,68,180,30,17,16,18,14,11,13,2.6470588235294117
half.orc,65,203,30,11,14,18,9,16,11,3.123076923076923
half.orc,63,160,30,19,10,11,8,7,14,2.5396825396825395
half.orc,68,200,30,17,13,14,18,13,15,2.9411764705882355
half.orc,67,185,30,14,14,12,10,15,15,2.7611940298507465
half.orc,71,218,30,12,14,10,9,13,15,3.0704225352112675
half.orc,71,244,30,17,15,14,12,11,17,3.436619718309859
half.orc,70,176,30,17,16,10,14,6,9,2.5142857142857142
half.orc,65,203,30,18,14,16,16,17,10,3.123076923076923
half.orc,65,203,30,9,15,14,11,16,12,3.123076923076923
half.orc,68,180,30,16,15,10,16,8,13,2.6470588235294117
half.orc,65,196,30,10,17,15,9,15,16,3.0153846153846153
half.orc,76,284,30,17,17,7,9,10,15,3.736842105263158
half.orc,67,185,30,13,13,12,13,12,8,2.7611940298507465
half.orc,71,244,30,13,17,19,12,15,14,3.436619718309859
half.orc,63,175,30,13,15,12,17,13,18,2.7777777777777777
half.orc,70,224,30,10,9,16,11,10,12,3.2
half.orc,66,220,30,14,16,9,12,13,13,3.3333333333333335
half.orc,73,230,30,11,14,15,14,10,11,3.1506849315068495
half.orc,66,204,30,15,12,18,10,17,9,3.090909090909091
half.orc,66,228,30,16,14,14,13,11,10,3.4545454545454546
half.orc,74,236,30,19,15,16,12,6,14,3.189189189189189
half.orc,69,195,30,16,18,10,11,11,11,2.8260869565217392
half.orc,71,296,30,12,9,18,12,13,9,4.169014084507042
half.orc,70,212,30,13,14,16,13,13,13,3.0285714285714285
half.orc,67,194,30,14,7,11,8,8,13,2.8955223880597014
half.orc,68,240,30,15,8,10,13,13,14,3.5294117647058822
half.orc,72,266,30,19,16,11,5,12,12,3.6944444444444446
half.orc,73,245,30,15,16,19,7,16,17,3.356164383561644
half.orc,69,228,30,14,19,15,11,12,13,3.3043478260869565
half.orc,70,200,30,16,14,13,10,13,9,2.857142857142857
half.orc,65,224,30,15,14,12,16,9,14,3.4461538461538463
half.orc,60,152,30,19,16,14,16,16,12,2.533333333333333
half.orc,73,200,30,15,12,10,8,13,10,2.73972602739726
half.orc,68,240,30,9,17,6,17,10,14,3.5294117647058822
half.orc,67,176,30,15,11,12,12,17,16,2.626865671641791
half.orc,66,188,30,18,15,15,8,10,14,2.8484848484848486
half.orc,67,230,30,15,14,16,15,14,14,3.4328358208955225
half.orc,63,185,30,13,13,15,11,13,11,2.9365079365079363
half.orc,68,180,30,15,15,13,14,10,9,2.6470588235294117
half.orc,77,235,30,6,17,13,14,9,7,3.051948051948052
half.orc,70,224,30,17,11,17,13,12,15,3.2
half.orc,70,188,30,19,15,11,5,13,13,2.6857142857142855
half.orc,63,175,30,12,16,15,11,15,11,2.7777777777777777
half.orc,70,200,30,14,15,12,8,11,14,2.857142857142857
half.orc,74,204,30,18,20,12,13,13,14,2.7567567567567566
half.orc,67,239,30,19,20,13,15,12,15,3.5671641791044775
half.orc,75,242,30,16,16,15,15,13,16,3.2266666666666666
half.orc,62,160,30,15,11,12,17,12,10,2.5806451612903225
half.orc,67,212,30,19,13,16,10,14,13,3.1641791044776117
half.orc,67,185,30,14,10,16,5,16,16,2.7611940298507465
half.orc,62,176,30,17,20,12,14,17,14,2.838709677419355
half.orc,74,316,30,14,14,11,16,16,9,4.27027027027027
half.orc,68,200,30,10,14,12,13,15,12,2.9411764705882355
half.orc,62,172,30,15,18,13,11,13,12,2.774193548387097
half.orc,72,308,30,13,17,12,10,11,15,4.277777777777778
half.orc,76,248,30,14,19,10,14,12,13,3.263157894736842
half.orc,72,238,30,12,16,10,6,15,10,3.3055555555555554
half.orc,67,221,30,12,17,16,16,13,11,3.298507462686567
half.orc,67,167,30,12,13,10,11,13,12,2.4925373134328357
half.orc,65,196,30,15,11,17,14,18,14,3.0153846153846153
half.orc,72,266,30,12,14,11,9,11,7,3.6944444444444446
half.orc,63,150,30,20,8,11,8,6,11,2.380952380952381
half.orc,73,215,30,14,15,12,13,12,18,2.9452054794520546
half.orc,64,182,30,15,16,13,10,9,10,2.84375
half.orc,73,260,30,14,16,12,7,13,13,3.5616438356164384
half.orc,70,248,30,18,13,12,14,11,13,3.5428571428571427
half.orc,60,156,30,16,15,10,12,14,14,2.6
half.orc,71,231,30,18,12,13,8,7,17,3.2535211267605635
half.orc,63,165,30,17,17,12,10,16,18,2.619047619047619
half.orc,64,170,30,9,11,15,11,12,10,2.65625
half.orc,67,203,30,18,17,15,13,13,16,3.029850746268657
half.orc,68,240,30,14,16,9,11,8,7,3.5294117647058822
half.orc,78,280,30,18,11,11,12,13,11,3.58974358974359
half.orc,72,224,30,14,18,13,13,13,17,3.111111111111111
half.orc,69,239,30,14,14,15,11,16,11,3.463768115942029
half.orc,65,210,30,14,14,12,15,13,15,3.230769230769231
half.orc,77,273,30,10,18,15,12,10,12,3.5454545454545454
half.orc,69,217,30,16,9,13,14,13,12,3.1449275362318843
half.orc,69,217,30,12,20,17,13,10,5,3.1449275362318843
half.orc,61,170,30,12,11,8,10,11,13,2.7868852459016393
half.orc,72,294,30,15,16,13,12,10,13,4.083333333333333
half.orc,70,224,30,12,12,17,14,18,16,3.2
half.orc,71,270,30,14,8,11,13,11,17,3.8028169014084505
half.orc,61,161,30,9,10,10,11,12,13,2.639344262295082
half.orc,69,228,30,19,11,19,15,8,12,3.3043478260869565
half.orc,71,244,30,10,15,18,17,13,15,3.436619718309859
half.orc,77,292,30,14,13,13,13,12,9,3.792207792207792
half.orc,73,215,30,18,13,7,8,12,12,2.9452054794520546
half.orc,73,230,30,15,18,16,11,14,12,3.1506849315068495
half.orc,66,188,30,14,18,17,10,14,10,2.8484848484848486
half.orc,61,164,30,12,13,11,7,11,8,2.6885245901639343
half.orc,71,218,30,8,18,15,14,16,10,3.0704225352112675
half.orc,73,275,30,12,12,16,11,12,13,3.767123287671233
half.orc,70,260,30,18,18,12,13,14,13,3.7142857142857144
half.orc,74,284,30,15,15,14,11,7,14,3.8378378378378377
half.orc,73,245,30,15,12,13,8,12,14,3.356164383561644
half.orc,67,158,30,16,12,16,13,9,11,2.3582089552238807
half.orc,64,188,30,19,14,11,11,9,8,2.9375
half.orc,63,160,30,10,16,16,17,13,11,2.5396825396825395
half.orc,63,175,30,13,15,13,7,12,14,2.7777777777777777
half.orc,71,231,30,16,13,12,13,14,14,3.2535211267605635
half.orc,66,188,30,14,13,13,15,12,9,2.8484848484848486
